record_type,signatory_id,source_signatory,actor_type,actor_name,relationship_family,relationship_subtype,degree,path_status,target_signatory,target_is_coalition_signatory,intermediary,investment_vehicle,direction,confidence_tier,ceo_1hop_audit_tier,ceo_2hop_audit_tier,org_investor_among_signatories,external_investors_into_signatory,notes,data_source,full_path,edge_type_raw
screening_result,,CrowdStrike,leader,George Kurtz,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Dell Technologies,leader,Michael Dell,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,DoorDash,leader,Tony Xu,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Fireworks AI,leader,Lin Qiao,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Genspark,leader,Eric Jing,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Genspark,leader,Stephen Guo (user list; unverified),leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,UNKNOWN,,UNKNOWN,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,GitHub,leader,Thomas Dohmke,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Google,leader,Sundar Pichai,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Hugging Face,leader,Clément Delangue,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,IBM,leader,Arvind Krishna,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Inferact,leader,Simon Mo,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Interconnects AI,leader,Nathan Lambert,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Linux Foundation,leader,Jim Zemlin,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Mariana Minerals,leader,Turner Caldwell,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Mistral,leader,Arthur Mensch,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Morph,leader,Gil Arditi,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Mozilla,leader,Laura Chambers,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Nebius,leader,Arkady Volozh,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Nous Research,leader,Jeffrey Quesnelle,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,NVIDIA,leader,Jensen Huang,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Ollama,leader,Jeffrey Morgan,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,OpenAI,leader,Sam Altman,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,OpenClaw,leader,Peter Steinberger,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Palantir,leader,Alex Karp,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Palo Alto Networks,leader,Nikesh Arora,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Periodic Labs,leader,William Fedus,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Perplexity,leader,Aravind Srinivas,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Prime Intellect,leader,Vincent Weisser,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Prime Intellect,leader,Johannes Hötter (user list; unverified),leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,UNKNOWN,,UNKNOWN,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Reflection,leader,Misha Laskin,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Replit,leader,Amjad Masad,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,ServiceNow,leader,Bill McDermott,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Telnyx,leader,David Casem,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,Trajectory,leader,Ronak Malde,leader_personal_equity,ceo_2hop_screened_no_path,2,no_path_found,,,,,,NONE DISCLOSED,,NONE DISCLOSED,,,100% screened — no public 2-hop beneficiary path to another signatory,audit_v2,,
screening_result,,AI21,leader,Yoav Shoham,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,AI21,leader,Ori Goshen,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,AMD,leader,Lisa Su,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,American Innovators Network,leader,Vanessa Day,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,AMP,leader,Anjney Midha,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Andreessen Horowitz,leader,Marc Andreessen,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Andreessen Horowitz,leader,Ben Horowitz,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Arcee AI,leader,Mark McQuade,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Arena,leader,Anastasios Angelopoulos,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Baseten,leader,Tuhin Srivastava,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Black Forest Labs,leader,Robin Rombach,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Block,leader,Jack Dorsey,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Cisco,leader,Chuck Robbins,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Cohere,leader,Aidan Gomez,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,CrowdStrike,leader,George Kurtz,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Dell Technologies,leader,Michael Dell,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,DoorDash,leader,Tony Xu,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Emergence Capital,leader,Gordon Ritter,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Fireworks AI,leader,Lin Qiao,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Genspark,leader,Eric Jing,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Genspark,leader,Stephen Guo (user list; unverified),leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,UNKNOWN,UNKNOWN,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,GitHub,leader,Thomas Dohmke,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Google,leader,Sundar Pichai,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,IBM,leader,Arvind Krishna,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Inferact,leader,Simon Mo,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Interconnects AI,leader,Nathan Lambert,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Linux Foundation,leader,Jim Zemlin,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Mariana Minerals,leader,Turner Caldwell,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Meta,leader,Mark Zuckerberg,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Microsoft,leader,Satya Nadella,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Mistral,leader,Arthur Mensch,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Morph,leader,Gil Arditi,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Mozilla,leader,Laura Chambers,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Nebius,leader,Arkady Volozh,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Nous Research,leader,Jeffrey Quesnelle,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,NVIDIA,leader,Jensen Huang,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Ollama,leader,Jeffrey Morgan,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,OpenAI,leader,Sam Altman,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,OpenClaw,leader,Peter Steinberger,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Palantir,leader,Alex Karp,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Palo Alto Networks,leader,Nikesh Arora,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Periodic Labs,leader,William Fedus,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Prime Intellect,leader,Vincent Weisser,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Prime Intellect,leader,Johannes Hötter (user list; unverified),leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,UNKNOWN,UNKNOWN,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Reflection,leader,Misha Laskin,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,ServiceNow,leader,Bill McDermott,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Telnyx,leader,David Casem,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
screening_result,,Trajectory,leader,Ronak Malde,leader_personal_equity,ceo_1hop_screened_no_path,1,no_path_found,,,,,,NONE DISCLOSED,NONE DISCLOSED,,,,100% screened — no public direct personal stake in another signatory,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,AI21,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in AI21,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Cohere,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Cohere,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Hugging Face,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Hugging Face,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Mistral,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Mistral,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Perplexity,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Perplexity,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Fireworks AI,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Fireworks AI,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Nebius,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Nebius,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Prime Intellect,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Prime Intellect,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Baseten,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Baseten,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Periodic Labs,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Periodic Labs,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Black Forest Labs,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Black Forest Labs,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Reflection,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Reflection,audit_v2,,
relationship,,Microsoft,organization,Microsoft,corporate_equity,corporate_1hop_direct,1,path_found,OpenAI,yes,,Corporate strategic (~27%),source_holds_equity_in_target,CONFIRMED,,,,,Microsoft corporate/CVC direct equity in OpenAI,audit_v2,,
relationship,,Microsoft,organization,Microsoft,corporate_equity,corporate_1hop_direct,1,path_found,Mistral,yes,,Corporate strategic,source_holds_equity_in_target,CONFIRMED,,,,,Microsoft corporate/CVC direct equity in Mistral,audit_v2,,
relationship,,Microsoft,organization,Microsoft,corporate_equity,corporate_1hop_direct,1,path_found,Arcee AI,yes,,M12,source_holds_equity_in_target,CONFIRMED,,,,,Microsoft corporate/CVC direct equity in Arcee AI,audit_v2,,
relationship,,AMD,organization,AMD,corporate_equity,corporate_1hop_direct,1,path_found,Cohere,yes,,AMD Ventures,source_holds_equity_in_target,CONFIRMED,,,,,AMD corporate/CVC direct equity in Cohere,audit_v2,,
relationship,,AMD,organization,AMD,corporate_equity,corporate_1hop_direct,1,path_found,Hugging Face,yes,,AMD Ventures,source_holds_equity_in_target,CONFIRMED,,,,,AMD corporate/CVC direct equity in Hugging Face,audit_v2,,
relationship,,Cisco,organization,Cisco,corporate_equity,corporate_1hop_direct,1,path_found,Cohere,yes,,Cisco Investments,source_holds_equity_in_target,CONFIRMED,,,,,Cisco corporate/CVC direct equity in Cohere,audit_v2,,
relationship,,Cisco,organization,Cisco,corporate_equity,corporate_1hop_direct,1,path_found,Mistral,yes,,Cisco Investments,source_holds_equity_in_target,CONFIRMED,,,,,Cisco corporate/CVC direct equity in Mistral,audit_v2,,
relationship,,IBM,organization,IBM,corporate_equity,corporate_1hop_direct,1,path_found,Hugging Face,yes,,IBM Ventures,source_holds_equity_in_target,CONFIRMED,,,,,IBM corporate/CVC direct equity in Hugging Face,audit_v2,,
relationship,,Dell Technologies,organization,Dell Technologies,corporate_equity,corporate_1hop_direct,1,path_found,Prime Intellect,yes,,Dell Technologies Capital,source_holds_equity_in_target,CONFIRMED,,,,,Dell Technologies corporate/CVC direct equity in Prime Intellect,audit_v2,,
relationship,,Google,organization,Google,corporate_equity,corporate_1hop_direct,1,path_found,Hugging Face,yes,,GV,source_holds_equity_in_target,CONFIRMED,,,,,Google corporate/CVC direct equity in Hugging Face,audit_v2,,
relationship,,Google,organization,Google,corporate_equity,corporate_1hop_direct,1,path_found,Replit,yes,,GV,source_holds_equity_in_target,CONFIRMED,,,,,Google corporate/CVC direct equity in Replit,audit_v2,,
relationship,,Meta,organization,Meta,corporate_equity,corporate_1hop_direct,1,path_found,Perplexity,yes,,NFDG LP,source_holds_equity_in_target,CONFIRMED,,,,,Meta corporate/CVC direct equity in Perplexity,audit_v2,,
relationship,,Mozilla,organization,Mozilla,corporate_equity,corporate_1hop_direct,1,path_found,Nous Research,yes,,Mozilla Ventures,source_holds_equity_in_target,CONFIRMED,,,,,Mozilla corporate/CVC direct equity in Nous Research,audit_v2,,
relationship,,ServiceNow,organization,ServiceNow,corporate_equity,corporate_1hop_direct,1,path_found,Mistral,yes,,ServiceNow Ventures,source_holds_equity_in_target,CONFIRMED,,,,,ServiceNow corporate/CVC direct equity in Mistral,audit_v2,,
relationship,,OpenAI,organization,OpenAI,corporate_equity,corporate_1hop_direct,1,path_found,Periodic Labs,yes,,OpenAI Startup Fund,source_holds_equity_in_target,CONFIRMED,,,,,OpenAI corporate/CVC direct equity in Periodic Labs,audit_v2,,
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Mistral,yes,,a16z fund,source_holds_equity_in_target,CONFIRMED,,,,,Andreessen Horowitz corporate/CVC direct equity in Mistral,audit_v2,,
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Replit,yes,,a16z fund,source_holds_equity_in_target,CONFIRMED,,,,,Andreessen Horowitz corporate/CVC direct equity in Replit,audit_v2,,
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Black Forest Labs,yes,,a16z fund,source_holds_equity_in_target,CONFIRMED,,,,,Andreessen Horowitz corporate/CVC direct equity in Black Forest Labs,audit_v2,,
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Periodic Labs,yes,,a16z fund,source_holds_equity_in_target,CONFIRMED,,,,,Andreessen Horowitz corporate/CVC direct equity in Periodic Labs,audit_v2,,
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Genspark,yes,,a16z fund,source_holds_equity_in_target,CONFIRMED,,,,,Andreessen Horowitz corporate/CVC direct equity in Genspark,audit_v2,,
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Baseten,yes,,a16z fund,source_holds_equity_in_target,CONFIRMED,,,,,Andreessen Horowitz corporate/CVC direct equity in Baseten,audit_v2,,
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Arena,yes,,a16z fund,source_holds_equity_in_target,CONFIRMED,,,,,Andreessen Horowitz corporate/CVC direct equity in Arena,audit_v2,,
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Mariana Minerals,yes,,a16z fund,source_holds_equity_in_target,CONFIRMED,,,,,Andreessen Horowitz corporate/CVC direct equity in Mariana Minerals,audit_v2,,
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Inferact,yes,,a16z fund,source_holds_equity_in_target,CONFIRMED,,,,,Andreessen Horowitz corporate/CVC direct equity in Inferact,audit_v2,,
relationship,,Emergence Capital,organization,Emergence Capital,corporate_equity,corporate_1hop_direct,1,path_found,Box,yes,,Emergence fund,source_holds_equity_in_target,CONFIRMED,,,,,Emergence Capital corporate/CVC direct equity in Box,audit_v2,,
